"sentiment","text"
"0","btw mas yg bikin kebijakan gak boleh ke sekolah itu bukan pihak sekolah coba tanya guru nya anak sekolah mereka juga pusing tuh disuruh belajar daring gak ada pendidikannya yg ada cuma pengajaran emang kadang kurang ajar sih"
"0","sekolah tatap muka dibuka orang protes para o u katanya cemas covid masih banyak teruskan belajar daring juga banya"
"0","td gua nangis gr liat org curi gadget biar anaknya bs sekolah daring alias sedih bgt amjink w gbs liat gituan"
"0","buat sabar selama kondisi ini susah bukannya mau ngeluh tapi kadang daring jauh lebih capek dibanding sekola biasa apalagi gue pke kuota internet bkn wifi iya dri sekolah ada bantuan tapi bisa ga sih empati gitu ini mentang lo udh lulus ngata in lagi"
"0","sekolah daring ini dipatenkan mungkin harus dipe imbangkan kembali mengingat negara kita yang masih berkembang belum semua orang siap menghadapi kalau mau mengubah sistem pendidikan perbaiki dahulu sdm nya baru ke sistem"
"0","jadi gini sekolah daring ini banyak hambatannya selain faktor pribadi juga ada kendala struktural susah sinyal listrik jadi sekolah daring bukan satu nya solusi gak bisa diterapkan merata seluruh indonesia kita butuh solusi lain yg berwenang harus cepat tanggap"
"0","kiyowo berdoa aja supaya pandemi ini segera berakhir dan pembelajaran daring gajadi permanen ga kebayang sekolah bakalan daring mulu adekku yg smp juga jadi males an dan ga paham materi sejak sekolah daring sedih liatnya"
"0","mengeluhkan masalah sekolah daring bukan bera i nuntut spy cepet masuk sekolah lagi kalo pembelajaran jrk jauh diperpanjang siswa butuh solusi selain sekolah daring di masa pandemi ini krn faktanya gak semua siswa mampu mengikuti"
"1","ya bener sih tp pasti guru jg mengeluhkan sulitnya buat materi daring agar mudah dipahami walau belajar dari rumah tp kondisi kaya gini bisa apa selain mengubah pola pikir masing baik dari sekolah guru siswa wali semuanya"
"0","daring gini kaya gada waktu istirahat karena kebanyakan tugas mana mesti stay di depan laptop hp mulu karena zoom"
"0","setuju sama isinya secara keseluruhan walaupun perkara kedisiplinan pribadi termasuk tidur abis absen itu lain"
"0","iya skrng daring karna sebab coroncess kalo lo ngotot mau blajar tatap muka silahkan sja pigi ke sekolah jgn salahin pemerintah kalo kena covid yee bye"
"1","gua tdk bermaksud membela pak nadiem belajar daring di rumah protes dibolehin sekolah tatap muka protes jadi masyarakat indonesia maunya gimana"
"1","siswa kelas mts mengaku mengumpulkan uang utk membeli sma phone upahnya jadi kuli bangunan rencananya di"
"0","selamat malam first media saya berlokasi di royal tajur residence dibogor mohon bantuannya koneksi internet bermasalah dari tadi sore anak saya kesulitan megerjakan tugas sekolah untuk daring besok terimakasih"
"0","rasanya kayak belom siap sekolah daring besok udh senen aja"
"0","kkokkk pa maksud sumpah deh ga suka banget kalo gitu caranya kayak nge jebak orang makanya ak ga suka banget sekolah daring begini"
"1","iya saya ngga ngrasain sekolah kuliah di saat pandemi tp apa ada solusi yg lebih baik daripada belajar daring orng siswa sekarang pada manja ditambah o u yg memanjakan anaknya jangankan kena covid di jewer aja ngadu kok"
"0","besok senin walau sekolah daring tapi ttp aja males sekolah"
"0","tapi suka lupa klu masih ada yg sekolah pinggiran yg siswanya g sebanyak itu dan ikut terkendala dg daring bukan krn hp nya tp dr anaknya ada yg g ada minat dan gereget ngerjakan tugas onlinenya org didaerahku aja mrk yg suka nongkrong merasa bangga g ngerjakan tgs onlen"
"1","gimana ya ya kudu sabar sih soalnya ini demi kebaikan bersama bukan pemerintah yang mau maksa kita sekolah daring keadaan yang maksa"
"1","ayo pak makarim saya udah banyak liat sekolah sekolah sedang mempersiapkan sekolah tatap muka sesuai protokol kebijakan sekolah daring malah mempe ajam kesenjangan sosial pak yok bisa yok pak semangat"
"1","nggak usah alasan karena sekolah daring jadi malas kalau kamu malas dan nggak disiplin"
"1","namun setelah melewati waktu bulan daring saya dan teman teman menjalankan pas secara daring banyak hal yang janggal dan menurut saya kurang efektif namun saya tau bahwa kondisi saat itu masih belum memungkinkan untuk sekolah tatap muka"
"1","kemendikbud menyediakan konten belajar daring agar kwalitas seragam"
"1","anggaran bos diprioritaskan agar sekolah membantu siswanya yg tidak punya fasilitas"
"1","awalnya saya sebagai warga negara juga masyarakat setuju dengan syarat se a ketentuan protokol kesehatan yang mengharuskan seluruh aktivitas sekolah di lakukan secara daring bahkan awal maraknya pandemi corona kami di liburkan saat itupun saya masih kelas sma"
"0","masih merah tolong saya butuh internet untuk pembelajaran daring di sekolah sayab"
"0","beban orang tua double beli paket internet u daring dan bayar spp sekolah di ujung phk"
"1","w klo jd nadiem makarim jg bingung sih mau ngebolehin sekolah ttp muka ato lewat daring nyawa pendidikan emg selalu jd hal riskan pas masa pandemi begini"
"0","menyelesaikan masalah jangka pendek iya jangka panjang nanti dulu krn ini bukan hanya urusan nda pny hp ato sekolah daring tentunya kesenjangan akses teknologi data kemiskinan koordinasi lintas birokrasi sampai soal kepentingan politik semua ini harus dibenahi"
"0","seabreg tugas sekolah daring mulai membebani begini curhatan sejumlah o u siswa di garut"
"0","bingung gak lau sekolah daring ga paham ga sekolah apalagi sekolah biasa masih bahaya hinggh"
"0","ini adalah pemikiran gua selama ini masuk tapi bergantian agar bisa berjarak karena sungguh nggak ada bagus nya sekolah pake metode daring ini yang bobrok makin bobrok"
"1","semua harus ikut masuk termasuk yg awalnya lebih milih belajar via daring aja kalo ada apa yg tanggung jawab pemerintah dan sekolah emang kelen yakin anak ini tanpa diawasi bisa nerapin protokol covid dgn bener guru mo ngawasin segitu banyak ya susah lah"
"1","yang dibahas sekolah konvensional sama daring jika pembahasannya biaya maka pendekatannya juga lain lagi"
"1","terus solusi apa yang bisa lo tawarkan bro kalau gak daring kita sekolah gimana udah mending dikasih video pembelajaran dll dari guru soal keefektifan mah gimana lonya bisa apa ngga nangkep materi"
"0","cape pengen sekolah alias daring bikin mata gue merah"
"0","ngapunten pak jujur saya pengen sekolah lagi kemdikbud ri saya sudah jenuh sekolah secara daring saya mbot"
"0","aku guru di sekolah swasta orangtua banyak yg ngeluh tentang belajar daring sekolah ga sekolah spp tetap berjalan belum lagi kuota tiap bulan orgtua yg kerjaannya ojek online pendapatannya menurun krna sepi jadi kami selaku pihak sekolah menerapkan pembelajaran"
"0","nah iyo bener poll has aku dulu ngajar nde sd ne mereka belajar tatap muka ae jek uangel bgt paham e harus diulang berkali kali orang tuane mereka juga sibuk ke sawah dari pagi sampek sore trus gimana mau ngajarin anaknya sekolah daring sdm dan teknologine emang bener kurang"
"0","ngapunten pak jujur saya pengen sekolah lagi kemdikbud ri saya sudah jenuh sekolah secara daring saya mboten kiat maleh pak"
"0","yg berdampak dri sekolah daring selain pastinya siswa i guru civitas sekolah dan kampus tp buat gue sebagai pekerja pengawas jasa untuk test psikotes juga lumayan berdampak sampe hari ini banyak jadwal test yg dicancel krna sekolah blm bisa tatap muka"
"0","ga muluk muluk min mo hadiah a aja dong mo kasi ke adik yg mesti belajar sistem daring begini adik w yg sekolah dan bener jd ngekongsi hp muluu"
"0","gue akui ini anak pinter ngomongnya jadi bagi manusia yg merasa masih mendukung kebijakan niih tanya mereka mereka yg sekolah sekelas korea yg melek teknologi aja merasa belajar daring gak efektif tapi pemerintah masih aja maksain ini efektif negara lucu"
"0","namun anak ini tersandra dampak kebijakan tidak bisa sekolah daring tanpa gadget tanpa pulsa dan tanpa sinyal di pedes"
"0","sistem daring kendala kuota"
"0","bener banget mbak ponakanku juga udah sambat sekolah daring terus ga paham tapi kalo mau sekolah tatap muka kok agak mengerikan ya galau"
"1","tentang belajar mengajar saya mendukung sekolah kembali dibuka dengan metode tatap muka bagaimanapun caranya bagaimanapun adaptasinya atau paling tidak bisa diterapkan kebijakan otonomi sekolah jadi biar sekolah yang memutuskan mau daring atau tidak"
"1","bener banget mba kaya seolah olah yg nerapin sekolah offline cuman indonesia aja padahal ya emg sekolah daring satu nya jalan lagian kalo nekat offline misalnya murid ada yg sakit juga ntar yg tanggung jawab sekolah hmmm pasti makin ribet"
"0","untuk mengenyam pendidikan lagipula dengan sekolah daring dapat dikatakan sulit bagi anak anak untuk menge i pelajaran nyatanya ketika sekolah tatap muka saja belum tentu siswa paham dengan penjelasan guru lantas bagaimana dengan sekolah daring"
"0","jadi penting nya sekolah langsung be atap muka dengan mengutamakan protokol kesehatan lebih efektif daripada belajar daring di sisi lain murid bisa dibentuk kepribadiannya langsung oleh guru begitupun orang tua nya yg harus melaksanakan tanggung jawab mencari nafkah"
"0","pendidikan indonesia bisa dikatakan sudah jauh te inggal dengan negara negara lain di masa pandemi sepe i ini"
"0","menurut nadiem makarim pembelajaran daring tak optimal dan berdampak negatif karena ada potensi murid jadi putus sekolah dan terpaksa bekerja terjadi penurunan kualitas pendidikan se a angka kekerasan terhadap anak dan pernikahan dini yang meningkat"
"0","wong tuo sing daring ki do sambt kuota dll padahal sing kangelan semua sisi nek meh nesu yo nesu o mbe menterine ojo sekolah po gurune mereka hanya menjalankan pomeneh nganti do wegah bayar sekolah mergo daring ki dianggaop ora sekolah"
"1","tapi di luar kendala gadget sinyal dan kuota efektif tidaknya sistem sekolah daring bergantung pada sistem pembelajaran yg diterapkan oleh masing masing sekolah"
"1","lek terud kon mlebu moro muncul klaster sekolah di seluruh indonesia terus we meh piye"
"1","dan anshor turut berperan meringankan beban masyarakat kecil turut mendukung masyarakat kecil agar terhubung dengan sistem sekolah daring"
"1","bahkan untuk level universitas di kota besar saja cukup kesulitan untuk beradaptasi dan berdamai dengan serba daring ini apalagi bagi sekolah dasar di daerah banyak sekali kendala pastinya"
"1","tapi sekolah daring pasti benar tidak mudah bagi siapapun entah itu guru siswa maupun orang tua bahkan pembuat kebijakan sekalipun"
"0","online conce lebih menarik dari online class hehehehe"
"0","dikira online class padahal mah gue lagi tiktokan sambil ngerjain tugas"
"0","bangsat gue dr td ga bisa fokus online class bangsat gara banyak tamu dirumahhhg bangsat kesel gue"
"0","tbh aku pun taktau apebenda ntah aku belajar selama online class ni tak silap asyik kena buat bideo berlakon je sokmo lepasni boleh dah kut jadi assistant director"
"0","lawak bgt lg online class guru gua malah dengerin lagu korea"
"0","buka igeh tiktod twt yucub itu adalah caraku cabss dari class online"
"0","indihum ini gimana tadi gua lagi online class udah mah guru nya killer tbtb wifi rumah mati gitu ada apasi indihum"
"0","mungkin ini adalah trik indihomo agar kita bisa bolos online class tapi jadi gabisa main juga"
"0","pak tolong jawab dengan jujur soal kebobrokan jaringan internet indihome tempat bapak bekerja jangan menipu rakyat dengan bahasa fiksi sepe i gangguan perangkat kendala teknis ada gangguan internet tiap bulan sehingga anak saya tidak bisa online class"
"0","indihoe klian gabisa juga daritadi sumpah ya aku lagi online class lgsg dc"
"0","rank orang pinter dan jujur kalah sm orang gblop yg nyontek grgr apa online class tp gaada kesadaran"
"0","yang online class tu kalau masuk kelas then tido jangan sampai terbukak camera"
"1","bisa bisanya lagi online class di ajarin thrift shop buat usaha keluarga wkwkwk"
"0","antara keburukan online class via wassap telegram hahhahahahaha"
"0","idk why tp online class membuatku bukan memikirkan jawaban tugasnya tapi deadlinenya alias gw udah g bisa mikir anjrr"
"1","semoga temen mahasiswa poltekpos bisa makin lengket sama audit ke as kerja setelah hari ini dipelajari yaa"
"0","sumpah dirumahku daritadi org rumah malah berisik soalnya punya adek yg juga lgi online class pake zoom jadi"
"0","sejak ada online class aku menjadi bodoh kawan"
"0","ha demi apa gue ketinggalan online class udah pda mau bubar gue baru gabung"
"0","sebel bgt ka lgi mau ada online class dan dibutuhin tba bgtu huhuuhu"
"0","abarnya tutup karan masa online class tutup wifi weh"
"0","cm mager bgt nnt pas offline class karena terlalu nyaman sama online class"
"0","online class baru pe engahan ktiduran bangun dah pada ucap salam"
"0","hihhhhhhhhhh online class bikin nangis bikin kesel bikin pusing akhhh pengen marah"
"0","see adek guaaa y allah adek gua aja lg sibuk online class knp dia malah buat trit trit an"
"0","guru sejarah hobi bgt ngasi tugas jam pagi deadlinenya jam siang eh tapi tengah nya ada online class dong"
"0","fiks online class gini yg merasa awalnya pinter bisa an aja skrng jdi nampak bodoh dan goblok bin tolol"
"0","ya btul lgi nugas tbtb pgn main twitter mkanya online class ni tdak efektif mkin gowblock sja ak"
"0","hayu siapa yang lagi online class tapi blom mandi xixixi"
"1","bcs that s what you deserve raraaaa udah sarapan belum semangat online class hari ini ya"
"1","selamattt pagiii jangan bolos online class yaa"
"0","ak udah masuk online class tapi sedih gara treasure nya masih ada"
"0","sejak online class pelajaran pling gua gasuka itu olahraga dah valid klo dpt tgs bikin video rasanya pengen berubah jd siluman gua"
"0","beginilah kalo online class kalo berak mesti bawa hp biar ga ketinggalan tugas"
"0","bapak mas twt ini adalah perasaan saya setelah didrop schedule dan tambahan mohon maaf kenapa perilisan mv pe ama harus saat saya online class ya terima kasih sebelumnya"
"0","oiya malah ada countdown live nya kan fix bgt gue ga merhatiin online class tapi malah pantengin yutup bangtan"
"0","tanggal pokoknya pas lg online class nnt gua bilang aja ms bentar yaa saya dipanggil mama kskdkdkskxkdk"
"0","woi sumpah walaupun gua males dan ga suka online class tapi gaboleh disrespect guru jir maaf kalo terdenger hypocrite"
"0","bukannya ga mau bantuin klo disuruh bantuin pas sore pasti gue kerjain masalahnya ini pagi dan gue kejar an sama online class eh gue lagi kerja dia malah makan dan pas gue pamit malah dimarahin kan jdi sebel"
"0","zzzzz pdhl janjinya jam dah boleh balik tpi gue baru balik jam jadinya dan gue deg an parah klo sampe ada online class yg kelewat karna ga punya kuota jdi di gudang gue ga terima informasi apa tainya pas udh malem gini emak gue tbtb kek belain gue gajelas sebel"
"0","tadi pagi bantuin mm sm ayah di gudang buang in sa iwan i yg udh basi intinya slama gue n adek gue kerja bapak gue ngilang pas balik udh tlat bgt dan gue udh mesti ngejar online class yg dah mulai gue blg ba nda pulang ya abis itu dimarahin ajg pdhl dah gue bantu"
"0","dah online class buat la online class ikut teams ni terus bagi exercise note fikir aku apeeeeeeeeeeeeeeeeee"
"0","kemaren aku juga mikir gini mending aku belajar sendiri latsol sendiri daripada waktu online class yang ga diajarin samsek buat nugas alias wasting time bgt jadinya gada materi yang masuk huhu"
"0","murid yg model begini biasanya yg bilang halah online class gak guna pelajarannya gak ada yg masuk ke otak ya karena emang mereka sendiri yg nolak buat belajar dan malah kek begitu tingkahnya ini kalo sampe muridku kek begini lngsg ku ss kirim o unya biar tau kelakuannya"
"0","aku yang gak sesabar emak bapak yg ngajar dikelas dibuat pening karna harus meladeni chat siswa"
"0","omega training tapi online kebayang ga mumetnya in class aja mumet aplg online"
"0","udah capek online class bukannya tambah pinter tambah bego iya"
"0","beli internet utk survive sebulan sbb ada online class kat rumah huhu"
"0","tak adil nya rasa supposely minggu ni minggu exam tapi sebab online class exam semua ganti dengan assignments"
"0"," min kami sudah mengikuti arahan yg di berikan tapi jaringan masih bermasalah dan tidak stabil sebentar sebentar g trus pindah jadi e kasihan anak anak sekolah di sini yang belajar online min tolong di diperbaiki jaringannya min telkomsel "
"0"," adeknya yang sekolah online malah kakaknya yang pusing siapa yang gitu juga sini berkumpulah berbagi tutorial mengasuh ad "
"0"," kalau minta uang ibu ya buat beli kuota untuk sekolah online aja sama buat bayar lks sekolah aku masih punya adek dan adekku udah mau masuk smp orang tua ku bilang kalau ngga bisa bantu banyak kalau kuliah nanti karena adekku udah besar dan bapak ibuku udah tua "
"0"," kalian selama sekolah online suka tiba pusing trus penglihatan ngeblur ga sih "
"0"," ortu yg stress krn sekolah online cuma yang anaknya masih kecil wkwk kalau ada anak yg abg ya pasti disuruh ngurus keribetan sekolah online ade nya "
"0","gue juga klau sekolah online masih kurang paham ama materinya "
"0"," nah iya takutnya gitu kemarin soalnya kakel beneran ada prakteknya terus ini sekolah nya online gimana dong "
"0","kasian orang tua sekarang anak nya mau ga mau sekolah online jadi terpaksa menyediakan hp khusus untuk anaknya klo keluarga menengah ke bawah kan pusing ya blm buat paket datanya "
"0","lebih cape sekolah online dah yg cape tu mata otak klo offline fisik doang otak ga begitu kepikiran anjr "
"0","gw melihat status wa temen gw pada ngeluh sekolah online mau yg pintar sampe yg ga pernah masuk dalam kelas daring udah jenuh weiii belajar tapi gada yg masuk ke otak "
"0","sekolah mau online offline sm aja kurang efektif but both have a point i guess "
"0"," mari beukar peran dengan orang orang dipedalaman sana orang rakyat menengah kebawah biar ngerasain aja gimana beratnya sekolah online untuk mereka"
"1"," nihh aku jawab dengan dampak negatif yang dijelaskan pak menteri jika anak tetap sekolah online aku rasa semua orgtua yang baca begini akan berpikir yg sama dengan pak menteri tapii melupakan keselamatan jiwa lebih utama dari sekedar dampak negatif dibawah ini "
"0","sekolah di medan belum bisa belikan paket internet untuk siswa belajar online "
"0"," sekolah kuliah offline sj hasilkn generasi spt skr yg rata g siap hadapi tantangan hidup palagi online "
"0","semenjak mulai sekolah online gua ketinggalan berita mulu "
"0","yaallah cape banget sekolah online mau nikah aja"
"0","akibat sekolah online pusing mikirin materi yang biasanya seminggu itu jp peemuan ini seminggu jp peemuan tapi materi yang harus disampaikan buanyak kasian siswa pasti pusing tapi kalau ngga tersampaikan bingung juga "
"0","gimana tidak hancur generasi anak bangsa pantesan sekolah suruh lewat online tidak taunya begini toh "
"0","tak terurus akibat belajar online gedung sekolah ini dipenuhi jangkrik cari berita lain klik disini "
"0","sekolah online bikin encok beneran deh pegel banget"
"0","sekolah online kurang efektif kalo cuman dikasih tugas tanpa dijelasin sm gurunya apalagi buat pelajaran yang ada hitung annya"
"0","sekolah online hebat ya penjilat makin keliatan berkeliaran di jaringan "
"0"," belum aja lu rasain ngurus anak sekolah online mau gilaaaaaaa belum aja lu ngerasain ah sudahlah "
"0","kalian ngerasa ga si kalo semakin kesini sekolah online semakin wah gitu guru udah ga bisa kasih keringanan tugas untuk mata pljrn ga cuma sekali untuk satu haricapek iya capek pakbuk kami bukan robot "
"0"," sekolah online paham aja ngga gimana pinternya"
"0","bosen gue sekolah online tugas nya ga sebanding malah dilebih lebihin "
"1","semua juga tau offline lebih efektif daripada online semua orang pendidikan tau gak perlu dibilang dari awal ada kebijakan sekolah online juga udah tau gak efektif tapi keadaan yang begini di luar kendali ya mau gamau kemendikbud bikin kebijakan itu mari berdoa pandemi selese "
"0","sekolah online paham aja ngga gimana pinternya"
"0","sebenernya sekolah online itu nggak susah yang susah itu ngertiin tugas yang dikasi sama gurunya "
"0"," susah bener dibilangi sok an nya ituloh yg ga kuat pandemi sekolah online setahun ga akan membuat anak bodoh kalau ortunya ga lebay berat dikit ngomelnya sekelurahan kalau memang ga mau susah jgn punya anak"
"0","adek aku sekolah online nontonnya pakai paket kuota ya gak masalah tapi lama habisnya cepet juga ya mana pembelajarannya banyak nonton video di yortutube segala dengan durasi rata rata jam "
"0"," media sekolah online ga efektif also media muncul cluster baru di sekolah pemerintah dianggap tidak mampu also other people pemerintah goblog mau nya apa sih ini pada herman saya masalah di puter puter mulu ih nurut kagak"
"0","gakuat bgt sekolah online nyiksa bgt demi apapunnn benci bgt benciiiii"
"1"," trus yg dikmpung sklah tutup jdnya guru yg buka kelas dirumah ada juga guru yg kerumah tp secara berkelompok sebenernya ga ada yg salah dgn sekolah online kan niatnya baik tp kondisinya yg kurang memungkinkan juga "
"0","pak mentri nadiem markim tolong sih kegiatan belajar mengajar secara online jangan di terapkan anak kami kasihan jadinya pengen mita sekolah dan belajar tatap muka seperti biasa"
"0","selsai sekolah lanjut bantuin ade kerjain tugas belom lagi ada tugas bamyak sekolah online mmg sjdjskks"
"0"," woh it kalo jaringannya lancar aku pribadi segini ngga cukup sih buat sekolah online bisa hampir gb sendiri belom scroll twitter ig dll "
"1"," kalau pas sekolah online km tidur gpp itu lebih aman drpd keluar rumah ga ada yg kontrol mau tetap belajar atau ga jg silakan "
"0","jangan pindah sekolah pas sekolah online kayak sekarang sumpah pusinggg bangett ya allah cuapekk "
"1","banyak banget nasihat dan nilai yang bapak pamongku ucap hari ini rasanya nyaman dan seneng banget beliau orang baik yang selalu mikir dan gamau muridnya merasa terbebani karena sekolah online yang penting materi tersampaikan presensi jalan dan enjoy chill bgt yaampoon"
"0","masa situs belajar online buat anak sekolah ada gambar porno sex nya sih hikz kesel boleh gak cc "
"0"," semangat yaaa emang ga enak sih sekolah online apa dirangkum padahal kalo ngerangkum ga mesti nyantol juga"
"0","capek bgt sekolah online tidur ga beraturan mau istirahat ada tugas tambahan ujung ujung ny sakit minta kerokan"
"0"," aaa bener semenjak sekolah online ga ada pemasukan"
"0","jujur dri lubuk hati yg paling dlem yg pling tengah yg pling inti yg pling dlem pokoknya gua dah muak bgt sama sekolah online "
"0","harusya kelas gue ngambis eh giliran sekolah online jadi males ngambis amjinc pengennya rebahan mulu "
"0","mau nangis sekolah online hari ini aku sial terus kimak anjeng tolong doain gw ga sial lg anjing "
"0","sekolah online membuatku makin malas ngerjain tugas "
"0"," capek sekolah online di depan guru aku senyum aslinya gedek pengen cepet lulus "
"0","yaudalah ayo sekolah tatap muka aja dikasi online w tidur muluuu bangsat kenapa sih bolos trs "
"0","ngasih tugas tengah malam ditanya nggak dijawab dimarahin kalo nggak paham soal nilai dikurangin kalo lambat ngumpul kyknya sekolah online harus bikin peraturan tdkboleh ada kbm lewat jam belajar apalagi sampai ngezoom dan kasih tugas malam "
"0","gue sekolah offline aja udah stress apalagi sekolah online ajg"
"0","udah muak sama sekolah online tapi sekolah offline juga gamau"
"0","ekspetasi sekolah online uang bulanan bisa ngirit karna ga perlu jajan makan dll realita abis buat beli skincare"
"1","agar bisa sekolah online siswi ini kumpulkan padi bekas buat beli hp "
"0"," sekolah online tapi mau sekolah offline akutuh biar ketemu temen temen "
"0","kenapa yaaa pas awal mulai sekolah online lagi semangat banget bikin tugasnya tapi pas udah minggu ke ke mulai dah tuh dianggurin tugasnya intinya cuma ambis diminggu pertama aja need seseorang yang memotivasi "
"0","disisi lain gue mau sekolah offline soalnya cpek sekolah online tp kalo sekolah offline gue blum ngerjain tugas apa apa anjrittt"
"0"," males sekolah online capek materi ga masuk masuk di otak tapi kalau keadaan kayak gini ga mau paksain sekolah offline"
"1","pak andai mobil penyedia internet yg cuma diam membisu menjadi penghuni tanah lapang ini sekarang bisa berfungsi akan banyak sekali anak sekolah di pelosok yang kekurangan fasilitas koneksi internet bisa terbantu belajar online mereka butuh internet cepat pak "
"1"," aku gamau masuk sekolah offline karena langsung ulangan mat minat mending ku sekolah online ae dah"
"1","sefrustasi apapun ttg online school gue ttp ga mau sekolah offline anyinggggg ga bisa main twt sambil belajar lagi dong "
"1","aslinya ini aku udah gakuat dengan tugas dan sekolah online tapi kalo sekolah langsung offline gitu juga gamau soalnya magerrrrr "
"0"," udah pada masuk kuliah sekolah lagi nihh kuliah online bikin pusing tugas tugas kali lipat lebih banyak yang bingung "
"1"," gamau ah anying gue emang ga suka sekolah online tapi belom siap juga kalo offline "
"0","sejak sekolah online pengeluaran buat beli kuota tambah banyak bisa seminggu rb sampe ngga jajan grgr duit buat beli kuota semua "
"0","aku juga kalau sekolah online gitu bakal nangis sih soalnya aku goblok bgt mtk flis"
"1"," udh gakuat bgt sama sekolah online tapi kalau keadaannya masih gini sih gamau juga sekolah offline "
"0","lucu bgt gmeet hari ini sekolah w minta saran buat pembelajaran online trus malah sarkas semuanya trus singkat padat dan jelas lagi ada yg cuman jawab pr mulu aduh capek ketawa"
"0"," masih online kayaknya sekolah gue masih gak mau ambil resiko yuk berdoa aja biar bisa sekolah offline lagi"
"1"," belajar online dari rumah tak akan pernah bisa senyaman belajar tatap muka di sekolah tapi sekarang keadaannya berbeda demi keselamatan bersama sebaiknya tetap belajar dari rumah saja kalau pelajar pada terinfeksi siapa yang mau tanggungjawab "
"0"," sekolah online gausa terllau didalami"
"0"," menurut gua salah satu minus nya dari sekolah online adalah guru yang semena mena ngasih tugas di waktu istirahat murid b "
"1","good mowning mutuals semoga hari kalian menyenangkan yaa jangan lupa sarapan biar bertenaga jangan lupa mandi biar harinya jadi mood buat yg sekolah online semangat jgn bolos buat yg lagi kerja semangattt "
"0","ngoreksi online ternyata bikin mata capek gak kebayang guru sekolah lain yang ngoreksi tugas anak anak bisa sampai kelas dengan jumlah masing masing kelas bisa siswa "
"1","ayok yang sekolah online semangat yak "
"0"," gw gw yang pusing sumpah udh pusing sama sekolah online diri sendiri ditambah suruh bantuin sekolah online adek gw ih anjir cape bat blm kalo adek gw praktek derita"
"0"," keputusan sulit kasus masih terus bermunculan warga indo masih bodoh amat pakai masker aja jarang blm lagi informasi yg salah di msyrk mau sekolah online gak semua keluarga mampu mau masuk sekolah nanti mucul cluster baru c serba salah akhirnya saling menyalahkan "
"0","hampir tiap hari baru melek nih lgsg ditanya kok kamu gak belajar mon maap nih ya sekolah offline mulai belajar aja jam setengah mana ada online jadi ganti jam setengah "
"0","ternyata sekolah online lebih memuakan drpd sekolah biasa"
"0","sekolah online hanya untuk yang mampu iyalah yg gapunya fasilitas ya terima nasib aja"
"0"," sebenernya sih gpp sekolah online asalkan guru dan muridnya beanggung jawab kaya adek gua ada guru yang cuma on kasih soal dan itupun dari gugel dan kemudian adek gua juga kadang males an soalnya sekolah gak sekolah ya ga ada bedanya "
"0","muak sekolah online materi ny gajelas tp udh terlalu mager buat tatap muka hidup "
"0","sekolah online jujur aku capek banget materi minim yang masuk otak tugas banyak dari hasil google ulangan kerja sama makin goblokk "
"0"," kalian capek sekolah online ga sih jujur gue udah capek banget materi minim yang masuk otak tugas banyak dari hasil go "
"0"," sekolah tutup anak malah jalan jalan ke mall sama orang tuanya trus ngerjain tugas online ngumpul d salah rumah teman krn berbagi wifii arau ngumpul d kelurahan krn ada fasilitas wifii gratis ya sama aja boong "
"1","fiyuh klo liat manusia pada koar ga setuju sm sekolah ato kuliah online kayak sebenernya tinggal ditanya aja trs solusi lu apa klo gamau sekolah online pasti pada diem kan ya karna emg gaada solusi yg lain syg "
"0"," ya allah kenaap si ya anak kelas tuh kelakuan nya nyebelin bangetdikira sekolah online gini gampang apadhira ayo protes sama temen mu marahin aja kesel ak bacanya "
"0","lomba agustusan di sekolah kali ini onlinesedih bet mana gaada lomba tarik tambang kerupuk kelereng dan kawan kwan di sekolah kalian gimana gaes "
"1","pagii moots jangan lupa sarapan yaa jangan kabur juga sekolah online nya semangat buat hari inii "
"0","kita skolah offline aja begoo apalagi sekolah online auto kegoblokan yang haqiqi "
"1"," sender dan semua yang masih nugas jam segini cepad istirahat badan kalian butuh istirahat jangan dipaksa kerja terus yuk bobo dulu biar ga ngantuk pas sekolah online nanti semangaatt "
"0"," disini yang lebih punya pikiran dewasa adalah guru sekolah online itu pembodohan "
"0"," belajar online tidak efektif asli tidak ada seru nya hey mereka sedang sekolah bukan telepon untuk ngobrol menurut gw gitu karena gw manusia gw pernah nyontek gw pernah d tampar guru gw juga pernah bolos blablabla dan itu seru dan itu alami we are human "
"1","pagi pagi pagi moots gimana reaksi kalian liat project jaemin bar klo aku si terharu bgt di hari bahagia gini semuanya jangan lupa sarapan ya jaga kesehatan semangat sekolah online nya ayo ini kan hari bahagia nana kita juga harus bahagia have a nice day "
"0","mungkin di indonesia belajar online masih banyak masalah ya makanya beberapa sekolah dibuka sayangnya muncul cluster covid baru cluster sekolah "
"1","p tes hyy mniezt met pagi have a great day semangat jalanin aktifitas nya yg muk sekolah online dll jangan lewatim sarapan mniezt "
"0"," anakku yang sekolah onlinemalah mamaknya yang ikut pusing"
"0","keselnya di sekolah ngasih tugas nambah terus tapi ga dikasih materi sama sekali bahkan misi kisi gak bbrp guru ada yang gini ada juga yang ga ngasih setidaknya buku online karena belum ngambil buku baru boleh ngambil minggu ini apa ya "
"0","orang yang tereak tereak sekolah online nyusahin padaha punya fasilitas yakin pas sekolah biasa merhatiin gurunya "
